Quantity,Price,Customer ID,T,Y
18,3.95,13253.0,1,71.10000000000001
4,9.95,14156.0,0,39.8
2,5.95,16161.0,1,11.9
12,1.65,18141.0,1,19.799999999999997
6,0.42,17804.0,1,2.52
10,1.65,17324.0,1,16.5
10,0.85,12759.0,0,8.5
5,1.65,16391.0,1,8.25
2,9.95,15811.0,1,19.9
1,5.95,14527.0,1,5.95
3,6.45,16350.0,1,19.35
12,1.65,17416.0,1,19.799999999999997
10,1.25,16451.0,1,12.5
3,1.65,17589.0,1,4.949999999999999
2,12.75,16607.0,1,25.5
3,0.85,16011.0,1,2.55
3,1.25,15976.0,1,3.75
10,1.65,13777.0,1,16.5
1,1.65,13969.0,1,1.65
3,1.25,14399.0,1,3.75
48,3.81,14063.0,1,182.88
24,0.42,14725.0,1,10.08
5,1.65,17604.0,1,8.25
6,0.19,16200.0,1,1.1400000000000001
4,0.85,14527.0,1,3.4
1,4.95,14606.0,1,4.95
4,0.25,16385.0,1,1.0
2,4.95,14958.0,1,9.9
4,3.75,17230.0,1,15.0
6,1.25,14696.0,1,7.5
12,1.65,12681.0,0,19.799999999999997
4,1.45,14595.0,1,5.8
480,2.1,12435.0,0,1008.0
12,0.21,14016.0,0,2.52
12,2.55,15362.0,1,30.599999999999998
12,1.65,17812.0,1,19.799999999999997
5,2.1,17145.0,1,10.5
16,1.69,15750.0,1,27.04
12,2.95,14911.0,0,35.400000000000006
4,0.55,14812.0,1,2.2
8,2.95,13204.0,1,23.6
4,2.1,17059.0,1,8.4
36,6.95,15291.0,1,250.20000000000002
1,2.95,16283.0,1,2.95
4,3.45,13148.0,1,13.8
1,5.45,16332.0,1,5.45
2,1.25,16791.0,1,2.5
10,1.95,15641.0,1,19.5
3,0.85,14081.0,1,2.55
24,0.42,13564.0,1,10.08
6,4.95,17850.0,1,29.700000000000003
2,7.95,15210.0,1,15.9
1,5.95,15879.0,1,5.95
1,2.1,15021.0,1,2.1
2,7.95,15768.0,1,15.9
2,2.55,12843.0,1,5.1
25,0.42,17299.0,1,10.5
50,0.42,12356.0,0,21.0
1,1.65,16412.0,1,1.65
10,4.65,13408.0,1,46.5
2,12.75,15044.0,1,25.5
2,1.65,16938.0,1,3.3
3,1.25,15850.0,1,3.75
1,2.95,15751.0,1,2.95
32,0.42,13173.0,1,13.44
6,5.45,12418.0,0,32.7
3744,0.05,14277.0,0,187.20000000000002
1,2.1,16208.0,1,2.1
6,3.25,14793.0,1,19.5
10,1.25,13900.0,1,12.5
12,0.85,16810.0,1,10.2
2,5.95,17049.0,1,11.9
12,0.85,13198.0,1,10.2
24,0.55,14872.0,1,13.200000000000001
12,0.85,15674.0,1,10.2
3,4.25,17096.0,1,12.75
6,2.55,16166.0,1,15.299999999999999
3,5.95,16736.0,1,17.85
2,7.49,14734.0,1,14.98
6,1.25,15068.0,1,7.5
8,3.95,18178.0,1,31.6
3,4.95,15607.0,1,14.850000000000001
6,2.25,12656.0,0,13.5
4,0.65,16383.0,1,2.6
1,0.55,18116.0,1,0.55
50,4.25,15856.0,1,212.5
24,0.55,16954.0,1,13.200000000000001
12,1.25,12681.0,0,15.0
6,0.85,14049.0,1,5.1
10,1.95,12402.0,0,19.5
3,2.95,17920.0,1,8.850000000000001
144,0.29,12409.0,0,41.76
1,3.75,17976.0,1,3.75
1,0.85,17754.0,1,0.85
2,2.1,15862.0,1,4.2
12,0.85,13870.0,1,10.2
1,1.95,17873.0,1,1.95
4,2.95,17865.0,1,11.8
3,4.95,13156.0,1,14.850000000000001
10,1.25,16984.0,1,12.5
10,1.65,14911.0,0,16.5
1,3.75,17862.0,1,3.75
48,1.65,12731.0,0,79.19999999999999
3,1.95,14710.0,1,5.85
3,1.25,18069.0,1,3.75
6,1.25,13125.0,1,7.5
1,3.95,17841.0,1,3.95
1,0.55,16809.0,1,0.55
36,2.1,13694.0,1,75.60000000000001
1,1.25,16501.0,1,1.25
2,2.55,17611.0,1,5.1
1,4.95,12748.0,1,4.95
12,1.25,14911.0,0,15.0
48,0.65,12578.0,0,31.200000000000003
25,0.42,17364.0,1,10.5
12,0.29,13574.0,1,3.4799999999999995
2,4.25,14653.0,1,8.5
5,0.65,16434.0,1,3.25
2,3.95,17851.0,1,7.9
12,0.85,14341.0,1,10.2
5,1.65,15719.0,1,8.25
3,4.95,13001.0,1,14.850000000000001
12,0.55,14593.0,1,6.6000000000000005
3,4.95,13334.0,1,14.850000000000001
4,6.35,17853.0,1,25.4
6,5.95,12540.0,0,35.7
1,2.95,14994.0,1,2.95
24,0.85,16554.0,1,20.4
3,1.25,15005.0,1,3.75
3,0.42,17231.0,1,1.26
59,3.45,15950.0,1,203.55
1,2.1,14081.0,1,2.1
1,0.85,17377.0,1,0.85
1,6.75,14508.0,1,6.75
12,0.85,15301.0,1,10.2
4,4.95,13488.0,1,19.8
8,5.95,13767.0,1,47.6
2,2.55,16823.0,1,5.1
50,2.55,13935.0,1,127.49999999999999
12,3.75,13267.0,1,45.0
1,1.65,15003.0,1,1.65
960,1.06,17381.0,1,1017.6
1,0.55,15483.0,1,0.55
36,0.42,12748.0,1,15.12
12,1.25,12744.0,0,15.0
24,1.65,12583.0,0,39.599999999999994
2,10.95,15757.0,1,21.9
2,7.95,14732.0,1,15.9
10,1.25,16258.0,1,12.5
1,3.75,14080.0,1,3.75
5,1.65,15860.0,1,8.25
2,1.65,16595.0,1,3.3
25,0.21,12982.0,1,5.25
1,6.75,17962.0,1,6.75
40,1.65,12758.0,0,66.0
12,1.25,17243.0,1,15.0
1,2.55,14606.0,1,2.55
1,1.95,16354.0,1,1.95
5,1.65,16161.0,1,8.25
1,1.25,13619.0,1,1.25
12,1.45,17677.0,1,17.4
4,2.95,16782.0,1,11.8
1,2.95,13550.0,1,2.95
8,2.95,16788.0,1,23.6
284,1.25,13694.0,1,355.0
6,4.95,17850.0,1,29.700000000000003
2,3.75,17764.0,1,7.5
1,0.29,17596.0,1,0.29
3,4.95,16208.0,1,14.850000000000001
12,2.55,15141.0,1,30.599999999999998
3,0.42,17585.0,1,1.26
3,1.65,15021.0,1,4.949999999999999
6,2.95,14291.0,1,17.700000000000003
1,3.75,13554.0,1,3.75
2,7.95,15605.0,1,15.9
4,5.95,15325.0,1,23.8
2,1.25,17589.0,1,2.5
2,3.75,15311.0,1,7.5
6,2.95,15298.0,1,17.700000000000003
100,1.45,17511.0,1,145.0
9,0.42,16340.0,1,3.78
1,50.0,14911.0,0,50.0
1,4.25,16330.0,1,4.25
1,1.65,15915.0,1,1.65
2,1.95,17841.0,1,3.9
2,3.95,16788.0,1,7.9
12,1.25,14490.0,1,15.0
1,2.95,16021.0,1,2.95
1,4.25,16938.0,1,4.25
12,2.1,14156.0,0,25.200000000000003
2,3.75,14527.0,1,7.5
1,9.95,13042.0,1,9.95
1,1.25,12748.0,1,1.25
2,5.45,14492.0,1,10.9
8,3.25,15808.0,1,26.0
3,0.85,17920.0,1,2.55
1,1.25,17757.0,1,1.25
8,1.65,12681.0,0,13.2
4,6.75,12838.0,1,27.0
1,2.1,14044.0,1,2.1
6,2.95,16717.0,1,17.700000000000003
2,1.69,13123.0,1,3.38
3,0.85,14688.0,1,2.55
24,4.25,16873.0,1,102.0
6,2.55,14857.0,1,15.299999999999999
24,1.65,14911.0,0,39.599999999999994
2,2.95,13097.0,1,5.9
6,2.95,16635.0,1,17.700000000000003
1,1.25,14482.0,1,1.25
2,1.25,17759.0,1,2.5
4,3.75,15768.0,1,15.0
12,0.29,17397.0,1,3.4799999999999995
30,0.95,18149.0,1,28.5
9,1.49,16400.0,1,13.41
1,4.95,15490.0,1,4.95
3,2.1,17085.0,1,6.300000000000001
4,3.75,15290.0,1,15.0
1,3.75,16893.0,1,3.75
24,4.25,17720.0,1,102.0
12,2.75,17850.0,1,33.0
10,0.85,12835.0,1,8.5
12,7.65,16019.0,1,91.80000000000001
2,2.55,13262.0,1,5.1
1,1.25,15164.0,1,1.25
1,2.95,14505.0,1,2.95
12,1.95,14911.0,0,23.4
10,0.85,14725.0,1,8.5
12,0.85,12727.0,0,10.2
12,0.42,13081.0,1,5.04
4,3.75,13735.0,1,15.0
12,1.65,15227.0,1,19.799999999999997
2,2.95,14606.0,1,5.9
1,1.65,15879.0,1,1.65
1,4.95,17107.0,1,4.95
120,0.42,14006.0,1,50.4
18,5.45,13225.0,1,98.10000000000001
2,3.75,13668.0,1,7.5
2,1.95,17773.0,1,3.9
12,1.25,12433.0,0,15.0
2,2.1,15547.0,1,4.2
12,2.95,17137.0,1,35.400000000000006
12,1.45,14420.0,1,17.4
1,2.1,15889.0,1,2.1
12,2.95,13139.0,1,35.400000000000006
9,2.55,12785.0,0,22.95
2,3.75,16987.0,1,7.5
8,1.65,17071.0,1,13.2
2,2.55,14713.0,1,5.1
6,2.95,17732.0,1,17.700000000000003
4,1.95,14549.0,1,7.8
4,2.1,16719.0,1,8.4
3,4.95,16193.0,1,14.850000000000001
1,7.95,14527.0,1,7.95
4,1.65,15005.0,1,6.6
12,0.42,17259.0,1,5.04
6,3.75,13656.0,1,22.5
10,1.65,15795.0,1,16.5
2,1.65,14493.0,1,3.3
24,0.85,14902.0,1,20.4
6,2.55,14156.0,0,15.299999999999999
4,0.42,16340.0,1,1.68
1,3.75,14534.0,1,3.75
12,1.65,12608.0,1,19.799999999999997
12,1.25,15093.0,1,15.0
18,3.75,15980.0,1,67.5
2,1.65,17673.0,1,3.3
1,2.1,13684.0,1,2.1
12,1.25,12477.0,0,15.0
24,0.25,16684.0,1,6.0
1,2.55,17602.0,1,2.55
24,2.1,13767.0,1,50.400000000000006
10,1.95,15039.0,1,19.5
12,0.85,14755.0,1,10.2
1,4.25,17811.0,1,4.25
12,0.42,17222.0,1,5.04
1,0.85,17282.0,1,0.85
1,0.65,17609.0,1,0.65
24,0.55,12714.0,0,13.200000000000001
24,0.65,17491.0,1,15.600000000000001
2,0.85,16345.0,1,1.7
6,5.95,12347.0,0,35.7
6,2.95,14841.0,1,17.700000000000003
1,1.25,16595.0,1,1.25
1,4.25,15003.0,1,4.25
6,1.69,17850.0,1,10.14
4,12.75,13797.0,1,51.0
12,1.65,17681.0,1,19.799999999999997
2,1.25,16393.0,1,2.5
1,2.1,14546.0,1,2.1
1,0.95,17402.0,1,0.95
10,1.25,12583.0,0,12.5
6,2.1,15281.0,1,12.600000000000001
12,1.25,17685.0,1,15.0
12,0.85,13999.0,1,10.2
2,3.75,14879.0,1,7.5
6,2.95,15248.0,1,17.700000000000003
6,2.55,14680.0,1,15.299999999999999
6,2.95,13233.0,1,17.700000000000003
2,0.42,12804.0,0,0.84
6,6.75,14332.0,1,40.5
6,2.1,14078.0,1,12.600000000000001
12,0.42,14257.0,1,5.04
1,5.45,15013.0,1,5.45
3,0.85,18069.0,1,2.55
2,1.45,13230.0,1,2.9
8,8.5,13089.0,1,68.0
24,0.42,14291.0,1,10.08
24,0.85,14065.0,1,20.4
2,3.75,13538.0,1,7.5
1,8.5,13503.0,1,8.5
3,1.25,13454.0,1,3.75
1,3.75,17368.0,1,3.75
12,1.65,13044.0,1,19.799999999999997
1,12.75,13090.0,1,12.75
36,1.25,13089.0,1,45.0
1,2.1,16283.0,1,2.1
2,1.95,17377.0,1,3.9
10,0.85,12826.0,1,8.5
6,1.95,17913.0,1,11.7
24,0.65,14244.0,1,15.600000000000001
12,0.85,17469.0,1,10.2
4,7.49,13368.0,1,29.96
12,1.25,17589.0,1,15.0
2,4.25,17769.0,1,8.5
2,1.25,17377.0,1,2.5
5,4.95,15547.0,1,24.75
2,7.95,13706.0,1,15.9
1,1.25,17126.0,1,1.25
12,2.1,16134.0,1,25.200000000000003
2,2.95,17400.0,1,5.9
2,1.49,16725.0,1,2.98
1,4.95,14040.0,1,4.95
10,1.65,17735.0,1,16.5
12,1.25,13089.0,1,15.0
1,15.0,12402.0,0,15.0
1,2.25,12970.0,1,2.25
96,0.64,17511.0,1,61.44
2,6.75,14156.0,0,13.5
24,1.25,17593.0,1,30.0
1,2.95,17757.0,1,2.95
12,1.65,12469.0,0,19.799999999999997
24,1.25,14515.0,1,30.0
12,1.25,15752.0,1,15.0
12,0.85,12921.0,1,10.2
10,1.25,12575.0,0,12.5
12,0.85,13319.0,1,10.2
20,1.95,18225.0,1,39.0
1,2.55,16782.0,1,2.55
3,0.85,17137.0,1,2.55
24,0.42,15384.0,1,10.08
3,2.1,14527.0,1,6.300000000000001
6,0.21,14510.0,1,1.26
1,1.65,13042.0,1,1.65
3,1.25,15808.0,1,3.75
12,1.65,14156.0,0,19.799999999999997
3,4.95,16232.0,1,14.850000000000001
1,1.25,14599.0,1,1.25
5,1.25,16779.0,1,6.25
4,6.75,16648.0,1,27.0
2,3.75,17287.0,1,7.5
2,1.65,15998.0,1,3.3
12,0.72,17448.0,1,8.64
12,1.25,12540.0,0,15.0
3,1.65,16595.0,1,4.949999999999999
1,1.25,17851.0,1,1.25
12,1.45,15222.0,1,17.4
1,0.29,16016.0,1,0.29
1,1.25,16540.0,1,1.25
12,1.25,18136.0,1,15.0
2,2.1,14081.0,1,4.2
10,1.65,18241.0,1,16.5
24,1.25,14911.0,0,30.0
10,1.65,16779.0,1,16.5
24,0.55,12483.0,0,13.200000000000001
4,1.45,13031.0,1,5.8
3,1.45,17338.0,1,4.35
32,10.95,14952.0,1,350.4
12,0.42,15639.0,1,5.04
24,0.42,12357.0,0,10.08
4,2.95,14680.0,1,11.8
12,1.25,16825.0,1,15.0
6,1.95,17850.0,1,11.7
12,0.42,18069.0,1,5.04
6,2.95,14422.0,1,17.700000000000003
12,1.95,12647.0,0,23.4
1,5.95,16549.0,1,5.95
1,4.95,16005.0,1,4.95
3,4.95,14492.0,1,14.850000000000001
1,1.25,17596.0,1,1.25
10,1.65,13107.0,1,16.5
12,0.85,15290.0,1,10.2
1,12.75,13617.0,1,12.75
2,1.25,16937.0,1,2.5
12,0.42,13081.0,1,5.04
3,4.25,16814.0,1,12.75
160,1.45,13694.0,1,232.0
3,5.95,15217.0,1,17.85
6,2.1,13952.0,1,12.600000000000001
8,1.25,12693.0,0,10.0
6,1.25,13564.0,1,7.5
2,0.65,16024.0,1,1.3
1,7.95,17348.0,1,7.95
12,0.42,17218.0,1,5.04
144,0.72,14156.0,0,103.67999999999999
12,1.45,16048.0,1,17.4
2,7.95,16255.0,1,15.9
1,8.5,13736.0,1,8.5
12,1.25,17581.0,1,15.0
5,0.21,16938.0,1,1.05
2,8.5,13078.0,1,17.0
1,4.25,14606.0,1,4.25
1,1.45,17167.0,1,1.45
4,6.75,18108.0,1,27.0
4,6.75,16679.0,1,27.0
300,1.06,12480.0,0,318.0
4,2.55,14415.0,1,10.2
12,1.06,17850.0,1,12.72
1,5.95,14606.0,1,5.95
8,0.85,17231.0,1,6.8
1,7.49,17757.0,1,7.49
10,6.35,13881.0,1,63.5
1,9.95,17107.0,1,9.95
24,0.85,12540.0,0,20.4
10,1.95,14014.0,1,19.5
12,0.65,17586.0,1,7.800000000000001
4,4.95,16792.0,1,19.8
12,0.85,13901.0,1,10.2
5,1.65,16374.0,1,8.25
1,5.95,17954.0,1,5.95
1,2.1,15055.0,1,2.1
12,1.25,16351.0,1,15.0
6,2.55,14625.0,1,15.299999999999999
160,1.45,13970.0,1,232.0
3,2.1,14343.0,1,6.300000000000001
24,1.69,15824.0,1,40.56
1,1.65,15271.0,1,1.65
2,0.85,17555.0,1,1.7
48,0.42,14800.0,1,20.16
10,1.95,17920.0,1,19.5
2,1.25,15034.0,1,2.5
8,1.69,13711.0,1,13.52
12,0.85,12472.0,0,10.2
20,1.65,17428.0,1,33.0
1,1.45,15311.0,1,1.45
4,3.95,14318.0,1,15.8
5,1.65,12978.0,1,8.25
6,5.95,15498.0,1,35.7
2,1.65,13032.0,1,3.3
12,0.42,15518.0,1,5.04
1,14.95,17576.0,1,14.95
24,0.42,13148.0,1,10.08
1,1.65,15012.0,1,1.65
16,1.69,12359.0,0,27.04
5,2.95,17428.0,1,14.75
6,2.1,12582.0,0,12.600000000000001
6,2.95,12615.0,0,17.700000000000003
6,2.95,15447.0,1,17.700000000000003
24,0.65,14625.0,1,15.600000000000001
10,1.25,13448.0,1,12.5
2,7.95,15834.0,1,15.9
10,1.65,15990.0,1,16.5
12,0.38,17963.0,1,4.5600000000000005
12,5.55,14047.0,1,66.6
6,1.25,16104.0,1,7.5
25,0.34,15061.0,1,8.5
2,2.1,17238.0,1,4.2
4,6.75,13542.0,1,27.0
1,3.75,16253.0,1,3.75
12,1.65,16150.0,1,19.799999999999997
8,1.69,18149.0,1,13.52
1,8.5,15005.0,1,8.5
12,1.49,14895.0,1,17.88
5,1.25,16984.0,1,6.25
2,3.75,16383.0,1,7.5
6,2.25,13001.0,1,13.5
6,2.55,17048.0,1,15.299999999999999
4,3.75,14911.0,0,15.0
6,2.95,12531.0,0,17.700000000000003
1,2.1,16300.0,1,2.1
300,4.58,18102.0,1,1374.0
10,1.06,17448.0,1,10.600000000000001
1,0.42,14204.0,1,0.42
12,2.95,15489.0,1,35.400000000000006
12,1.95,15948.0,1,23.4
12,0.55,16600.0,1,6.6000000000000005
2,1.95,12637.0,0,3.9
2,6.95,14871.0,1,13.9
3,1.65,14813.0,1,4.949999999999999
2,0.42,17377.0,1,0.84
2,7.95,14031.0,1,15.9
1,1.25,17203.0,1,1.25
2,1.95,13772.0,1,3.9
12,1.25,13050.0,1,15.0
10,1.95,17469.0,1,19.5
2,2.95,15068.0,1,5.9
1,2.1,17780.0,1,2.1
3,5.95,14911.0,0,17.85
6,5.95,14156.0,0,35.7
4,1.65,14451.0,1,6.6
3,4.95,15845.0,1,14.850000000000001
1,2.55,14508.0,1,2.55
1,7.95,16765.0,1,7.95
24,0.65,17945.0,1,15.600000000000001
1,2.55,14606.0,1,2.55
3,2.95,17041.0,1,8.850000000000001
3,5.95,13823.0,1,17.85
1,1.25,12869.0,1,1.25
1,10.95,14755.0,1,10.95
2,2.95,16161.0,1,5.9
3,1.25,16595.0,1,3.75
1,2.95,17996.0,1,2.95
24,1.95,13361.0,1,46.8
2,1.65,14452.0,1,3.3
12,1.25,16763.0,1,15.0
24,0.42,12748.0,1,10.08
6,4.95,15808.0,1,29.700000000000003
25,0.42,15998.0,1,10.5
72,0.36,16843.0,1,25.919999999999998
6,1.25,13089.0,1,7.5
12,1.45,13920.0,1,17.4
1,0.55,17059.0,1,0.55
1,1.25,15957.0,1,1.25
24,1.25,13069.0,1,30.0
6,2.55,16746.0,1,15.299999999999999
100,1.06,12409.0,0,106.0
8,2.95,17213.0,1,23.6
12,1.06,17850.0,1,12.72
10,1.25,16408.0,1,12.5
12,2.1,12352.0,0,25.200000000000003
10,1.65,16722.0,1,16.5
6,2.55,16522.0,1,15.299999999999999
5,2.95,16125.0,1,14.75
4,1.95,14527.0,1,7.8
6,4.25,12424.0,0,25.5
6,2.95,14332.0,1,17.700000000000003
3,4.95,14194.0,1,14.850000000000001
12,5.95,14895.0,1,71.4
2,2.1,16608.0,1,4.2
1,7.95,13137.0,1,7.95
288,1.06,14646.0,0,305.28000000000003
12,0.85,12371.0,0,10.2
6,1.25,15722.0,1,7.5
12,0.42,15879.0,1,5.04
24,0.65,15255.0,1,15.600000000000001
3,4.95,13869.0,1,14.850000000000001
24,0.85,14107.0,1,20.4
10,1.25,15898.0,1,12.5
12,1.25,12682.0,0,15.0
1,2.1,15768.0,1,2.1
3,9.95,14527.0,1,29.849999999999998
72,0.21,15887.0,1,15.12
1,0.55,17346.0,1,0.55
4,0.85,16898.0,1,3.4
48,0.19,13162.0,1,9.120000000000001
24,1.65,16873.0,1,39.599999999999994
24,5.45,14156.0,0,130.8
6,2.95,12477.0,0,17.700000000000003
12,1.49,16075.0,1,17.88
3,0.85,15921.0,1,2.55
12,1.25,14667.0,1,15.0
830,1.45,14028.0,1,1203.5
16,1.95,14016.0,0,31.2
24,0.55,15786.0,1,13.200000000000001
1,1.45,15494.0,1,1.45
2,6.75,17165.0,1,13.5
25,0.42,12369.0,0,10.5
10,6.35,17139.0,1,63.5
1,2.55,14037.0,1,2.55
4,3.95,13448.0,1,15.8
1,1.65,14052.0,1,1.65
12,1.25,17268.0,1,15.0
2,1.69,17604.0,1,3.38
2,6.95,13916.0,1,13.9
9,1.45,13663.0,1,13.049999999999999
3,5.95,15260.0,1,17.85
12,1.25,15218.0,1,15.0
1,2.55,16395.0,1,2.55
1,1.25,15872.0,1,1.25
3,2.55,17243.0,1,7.6499999999999995
24,0.85,14852.0,1,20.4
1,3.75,18037.0,1,3.75
1,1.95,17349.0,1,1.95
10,6.35,15311.0,1,63.5
12,1.25,15400.0,1,15.0
2,7.95,14944.0,1,15.9
25,0.42,17930.0,1,10.5
1,2.1,18168.0,1,2.1
2,1.65,16794.0,1,3.3
12,0.42,17861.0,1,5.04
12,1.65,15137.0,1,19.799999999999997
12,1.65,15358.0,1,19.799999999999997
2,2.95,16782.0,1,5.9
12,0.85,13081.0,1,10.2
100,1.65,16029.0,1,165.0
6,0.85,15494.0,1,5.1
4,3.25,14662.0,1,13.0
1,2.1,13668.0,1,2.1
1,4.25,13443.0,1,4.25
1,2.55,12924.0,1,2.55
6,2.95,17069.0,1,17.700000000000003
12,0.85,17696.0,1,10.2
5,1.65,14395.0,1,8.25
23,0.42,15799.0,1,9.66
1,2.95,14583.0,1,2.95
4,3.75,17622.0,1,15.0
3,0.85,15353.0,1,2.55
6,1.25,13634.0,1,7.5
6,2.55,12595.0,0,15.299999999999999
6,4.95,13381.0,1,29.700000000000003
6,2.1,16980.0,1,12.600000000000001
10,1.25,13230.0,1,12.5
24,0.29,16940.0,1,6.959999999999999
1,1.65,14988.0,1,1.65
2,6.75,18225.0,1,13.5
2,7.95,17618.0,1,15.9
160,1.45,14646.0,0,232.0
3,0.85,18109.0,1,2.55
1,1.65,16549.0,1,1.65
1,12.75,16290.0,1,12.75
4,4.65,12779.0,0,18.6
2,9.95,15268.0,1,19.9
6,1.45,17449.0,1,8.7
24,2.95,13078.0,1,70.80000000000001
2,2.1,16327.0,1,4.2
2,0.85,16782.0,1,1.7
12,1.65,12437.0,0,19.799999999999997
2,6.75,15888.0,1,13.5
96,1.98,18102.0,1,190.07999999999998
2,2.95,14606.0,1,5.9
3,2.95,16413.0,1,8.850000000000001
12,1.65,12797.0,0,19.799999999999997
2,0.42,13413.0,1,0.84
6,2.95,13462.0,1,17.700000000000003
6,1.65,14227.0,1,9.899999999999999
4,3.75,16086.0,1,15.0
1,1.25,16418.0,1,1.25
1,10.75,16383.0,1,10.75
2,1.65,15995.0,1,3.3
2,2.95,17460.0,1,5.9
1,1.25,17753.0,1,1.25
2,1.25,17366.0,1,2.5
4,7.49,18061.0,1,29.96
2,1.25,16928.0,1,2.5
4,1.95,17850.0,1,7.8
2,1.95,16960.0,1,3.9
10,1.25,12668.0,0,12.5
13,2.95,15311.0,1,38.35
24,0.55,14075.0,1,13.200000000000001
1,6.75,17372.0,1,6.75
8,1.65,13958.0,1,13.2
10,0.85,16008.0,1,8.5
24,0.55,14292.0,1,13.200000000000001
1,1.45,13680.0,1,1.45
12,5.95,17850.0,1,71.4
6,2.95,13643.0,1,17.700000000000003
2,8.5,17129.0,1,17.0
3,4.95,15150.0,1,14.850000000000001
1,2.95,13544.0,1,2.95
3,0.85,16111.0,1,2.55
12,1.25,13031.0,1,15.0
8,1.69,14911.0,0,13.52
12,1.25,16727.0,1,15.0
2,9.95,14844.0,1,19.9
3,5.95,16670.0,1,17.85
24,0.42,14272.0,1,10.08
1,1.65,14040.0,1,1.65
2,4.95,13869.0,1,9.9
1,10.95,14326.0,1,10.95
1,16.95,16894.0,1,16.95
3,1.65,13137.0,1,4.949999999999999
72,1.06,14156.0,0,76.32000000000001
1,9.95,13615.0,1,9.95
12,0.42,15358.0,1,5.04
1,3.75,17589.0,1,3.75
5,1.25,17841.0,1,6.25
10,1.95,15394.0,1,19.5
30,1.95,13599.0,1,58.5
16,4.95,12471.0,0,79.2
6,2.95,14766.0,1,17.700000000000003
8,5.95,14626.0,1,47.6
10,1.95,12673.0,0,19.5
12,3.75,16592.0,1,45.0
10,0.85,14817.0,1,8.5
1,5.95,15716.0,1,5.95
8,1.69,12499.0,0,13.52
24,0.65,16062.0,1,15.600000000000001
10,1.95,14341.0,1,19.5
24,0.85,18226.0,1,20.4
12,1.25,14329.0,1,15.0
2,4.95,16895.0,1,9.9
6,1.25,13451.0,1,7.5
3,1.95,14030.0,1,5.85
24,2.55,13446.0,1,61.199999999999996
4,1.25,17841.0,1,5.0
6,2.95,14911.0,0,17.700000000000003
12,1.25,17116.0,1,15.0
3,5.95,17663.0,1,17.85
5,2.95,14451.0,1,14.75
2,2.1,16960.0,1,4.2
12,1.25,13715.0,1,15.0
12,0.85,14872.0,1,10.2
5,1.25,17068.0,1,6.25
2,2.95,17338.0,1,5.9
12,1.45,12539.0,0,17.4
24,0.12,17984.0,1,2.88
4,2.1,12835.0,1,8.4
4,3.75,13602.0,1,15.0
96,0.36,17511.0,1,34.56
3,0.85,16814.0,1,2.55
4,1.65,17841.0,1,6.6
2,1.95,17841.0,1,3.9
12,0.85,17139.0,1,10.2
16,4.95,15606.0,1,79.2
576,0.72,17941.0,1,414.71999999999997
1,0.85,16782.0,1,0.85
1,0.85,16382.0,1,0.85
96,1.45,13089.0,1,139.2
7,1.65,15860.0,1,11.549999999999999
12,0.85,12791.0,0,10.2
48,2.55,13599.0,1,122.39999999999999
6,0.85,15905.0,1,5.1
12,2.95,13319.0,1,35.400000000000006
6,2.1,17049.0,1,12.600000000000001
36,0.85,14788.0,1,30.599999999999998
5,2.1,14756.0,1,10.5
2,2.1,13195.0,1,4.2
8,1.69,18044.0,1,13.52
2,1.25,14647.0,1,2.5
12,2.95,17644.0,1,35.400000000000006
4,2.1,16327.0,1,8.4
3,0.55,16809.0,1,1.6500000000000001
12,2.1,17059.0,1,25.200000000000003
1,5.95,17377.0,1,5.95
2,10.65,12662.0,0,21.3
6,2.55,14110.0,1,15.299999999999999
2,6.75,14527.0,1,13.5
4,1.69,13357.0,1,6.76
2,1.49,13554.0,1,2.98
1,2.1,18069.0,1,2.1
1,8.5,12872.0,1,8.5
3,2.95,15015.0,1,8.850000000000001
2,16.95,16141.0,1,33.9
6,1.25,16367.0,1,7.5
1,9.95,16883.0,1,9.95
6,2.95,16863.0,1,17.700000000000003
6,5.95,14230.0,1,35.7
18,3.75,17242.0,1,67.5
3,1.45,13140.0,1,4.35
16,1.69,15290.0,1,27.04
6,1.25,15015.0,1,7.5
6,2.95,15039.0,1,17.700000000000003
1,12.75,12748.0,1,12.75
24,0.42,14898.0,1,10.08
8,3.75,15358.0,1,30.0
25,0.42,12748.0,1,10.5
5,2.95,15406.0,1,14.75
3,3.75,15529.0,1,11.25
12,0.85,18051.0,1,10.2
12,0.85,14527.0,1,10.2
1,1.25,13069.0,1,1.25
2,10.95,12720.0,0,21.9
12,2.95,17491.0,1,35.400000000000006
12,2.95,17706.0,1,35.400000000000006
2,2.1,13097.0,1,4.2
5,1.65,17341.0,1,8.25
1,0.42,16520.0,1,0.42
1,0.85,14487.0,1,0.85
2,5.95,14911.0,0,11.9
32,2.75,13408.0,1,88.0
5,0.85,17802.0,1,4.25
1,6.95,17287.0,1,6.95
8,1.95,12511.0,0,15.6
1,1.25,15001.0,1,1.25
1,7.49,16713.0,1,7.49
6,1.25,15353.0,1,7.5
1,2.1,14656.0,1,2.1
3,5.95,13394.0,1,17.85
8,2.1,17101.0,1,16.8
6,2.95,13729.0,1,17.700000000000003
1,1.25,17841.0,1,1.25
10,1.95,13564.0,1,19.5
8,1.25,16875.0,1,10.0
10,1.65,16351.0,1,16.5
2,0.85,15452.0,1,1.7
25,0.42,17324.0,1,10.5
1,0.85,14606.0,1,0.85
1,1.95,13680.0,1,1.95
